"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","Window to Wall %","Site orientation (°)","Facade type","Local shading type","% External window opens",
"697","15","3-Non optimal","11304.94","1447.19173175282","24034.897","40","90","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"698","15","3-Non optimal","11246.05","1451.06356679416","23866.911","30","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"699","15","3-Non optimal","11414.06","1455.26747227065","24356.482","35","0","Layout 3x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"700","15","3-Non optimal","11360.06","1445.71466798085","24213.315","20","270","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"701","15","3-Non optimal","11216.52","1448.81142348609","23793.556","20","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"702","15","3-Non optimal","11658.51","1466.90366748976","24978.533","25","90","Layout 5x6-10-0.6M","No shading","80",
"703","15","3-Non optimal","11424.68","1447.99785116146","24391.155","50","270","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"704","15","3-Non optimal","11213.15","1450.37724621405","23777.651","15","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"705","15","3-Non optimal","11244.26","1453.85234467065","23853.048","10","90","Layout 6x3-10-0.8M","OVERHANG -3 SIDEFINS","50",
"706","15","3-Non optimal","11243.89","1449.62400646751","23867.390","25","90","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","70",
"707","15","3-Non optimal","11335.78","1480.34406581595","24108.572","45","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"708","15","3-Non optimal","11451.41","1452.479677419","24419.772","45","90","Layout 6x4-10-0.8M","OVERHANG -1","60",
"709","15","3-Non optimal","11606.02","1464.93725620912","24834.932","10","90","Layout 5x4-10-1M","No shading","70",
"710","15","3-Non optimal","11336.92","1479.15357520639","24114.020","40","180","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"711","15","3-Non optimal","11387.09","1448.32508250557","24257.003","40","90","Layout 4x6-10-0.6M","OVERHANG -3 SIDEFINS","80",
"712","15","3-Non optimal","11265.45","1472.84835401797","23921.525","25","180","Layout 5x5-10-1M","OVERHANG -3 SIDEFINS","50",
"713","15","3-Non optimal","11246.05","1451.06356679416","23866.911","35","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"714","15","3-Non optimal","11352.76","1474.70628965197","24166.013","15","180","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","80",
"715","15","3-Non optimal","11514.38","1487.48203704406","24588.392","25","180","Layout 3x6-10-1M","OVERHANG -1","70",
"716","15","3-Non optimal","11410.8","1457.0264306501","24340.562","20","0","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"717","15","3-Non optimal","11455.6","1481.01967677804","24435.786","50","180","Layout 3x4-10-1M","OVERHANG -1","70",
"718","15","3-Non optimal","11325.03","1452.34862455126","24087.943","45","90","Layout 3x4-10-0.6M","OVERHANG -3 SIDEFINS","80",
"719","15","3-Non optimal","11642.98","1463.84724023382","24942.320","50","90","Layout 3x4-10-0.6M","No shading","80",
"720","16","3-Non optimal","11420.73","1455.16108451562","24376.370","25","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"721","16","3-Non optimal","11521.77","1461.18694142684","24604.154","50","90","Layout 6x3-10-1M","No shading","80",
"722","16","3-Non optimal","11402.59","1450.9503792123","24290.867","50","90","Layout 6x3-10-1M","OVERHANG -1","60",
"723","16","3-Non optimal","11316.42","1452.00733107907","24054.658","15","90","Layout 5x4-10-0.8M","OVERHANG -3 SIDEFINS","50",
"724","16","3-Non optimal","11344.62","1475.29431039654","24142.478","35","180","Layout 3x3-10-0.8M","OVERHANG -3 SIDEFINS","80",
"725","16","3-Non optimal","11249.7","1448.15366910589","23883.646","50","90","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"726","16","3-Non optimal","11411.28","1446.47499727336","24357.144","40","270","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","70",
"727","16","3-Non optimal","11220.35","1452.5478115398","23805.242","25","90","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"728","16","3-Non optimal","11517.74","1466.06918379355","24625.311","20","0","Layout 4x5-10-0.6M","OVERHANG -2","60",
"729","16","3-Non optimal","11288.68","1453.4810227261","23987.743","40","90","Layout 5x3-10-0.6M","OVERHANG -3 SIDEFINS","80",
"730","16","3-Non optimal","11177.99","1453.31514740386","23675.192","15","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"731","16","3-Non optimal","11182.86","1470.62797844153","23696.244","30","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"732","16","3-Non optimal","11214.72","1470.22062745229","23791.390","40","180","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"733","16","3-Non optimal","11309.68","1447.88215246374","24049.052","35","90","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"734","16","3-Non optimal","11438.31","1446.89543391145","24431.028","30","270","Layout 4x4-10-0.6M","OVERHANG -3 SIDEFINS","70",
"735","16","3-Non optimal","11522.55","1489.02602139952","24606.758","40","180","Layout 3x6-10-0.8M","OVERHANG -1","50",
"736","16","3-Non optimal","11385.24","1444.74979240912","24288.188","50","270","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","80",
"737","16","3-Non optimal","11249.66","1451.5555973148","23879.898","25","90","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","60",
"738","16","3-Non optimal","11522.23","1466.35948207103","24633.022","45","0","Layout 6x3-10-1M","OVERHANG -1","70",
"739","16","3-Non optimal","11343.13","1445.39024345731","24139.512","15","90","Layout 4x6-10-0.1M","OVERHANG -2","80",
"740","16","3-Non optimal","11178.35","1451.58269967834","23680.868","40","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"741","16","3-Non optimal","11177.96","1452.11523720907","23678.311","40","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"742","16","3-Non optimal","11281.08","1452.8085995262","23959.425","20","90","Layout 5x5-10-1M","OVERHANG -3 SIDEFINS","50",
"743","16","3-Non optimal","11244.99","1449.09233321299","23872.231","45","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"744","16","3-Non optimal","11784.1","1494.01786778371","25337.597","50","0","Layout 3x6-10-0.8M","No shading","80",
"745","16","3-Non optimal","11414.06","1455.26747227065","24356.482","25","0","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"746","16","3-Non optimal","11451.67","1451.66077337323","24421.962","45","90","Layout 6x4-10-0.8M","OVERHANG -1","70",
"747","16","3-Non optimal","11350.68","1440.3615101816","24196.186","25","270","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"748","16","3-Non optimal","11324.51","1450.30564138156","24091.463","45","90","Layout 3x3-10-0.6M","OVERHANG -2","80",
"749","16","3-Non optimal","11660.39","1500.67219363187","24986.591","45","180","Layout 3x3-10-0.6M","No shading","80",
"750","16","3-Non optimal","11410.65","1451.19063825901","24313.175","25","90","Layout 6x3-10-0.8M","OVERHANG -1","60",
"751","16","3-Non optimal","11430.34","1459.09135515538","24391.646","45","0","Layout 5x5-10-0.6M","OVERHANG -3 SIDEFINS","50",
"752","16","3-Non optimal","11696.82","1468.07490414727","25085.043","40","90","Layout 3x3-10-0.6M","No shading","70",
"753","16","3-Non optimal","11282.29","1447.90674128895","23969.890","35","90","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","60",
"754","16","3-Non optimal","11645.58","1475.37179350868","24972.892","25","0","Layout 5x5-10-0.6M","No shading","80",
"755","16","3-Non optimal","11747.42","1485.42092527194","25246.282","15","0","Layout 4x3-10-0.6M","No shading","80",
"756","16","3-Non optimal","11338.33","1438.3564363985","24165.920","30","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"757","16","3-Non optimal","11533.33","1450.87234068724","24654.151","15","90","Layout 3x5-10-0.8M","OVERHANG -1","80",
"758","16","3-Non optimal","11376.8","1455.34032131198","24247.421","30","0","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"759","16","3-Non optimal","11393.81","1442.45231519893","24315.978","10","270","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","80",
"760","16","3-Non optimal","11384.13","1450.45834851602","24241.619","35","90","Layout 4x6-10-0.6M","OVERHANG -3 SIDEFINS","50",
"761","16","3-Non optimal","11517.75","1489.81565051481","24590.051","10","180","Layout 4x6-10-0.8M","OVERHANG -1","50",
"762","16","3-Non optimal","11655.66","1469.01208546842","24962.887","20","90","Layout 5x6-10-0.6M","No shading","50",
"763","16","3-Non optimal","11603.56","1469.89522161097","24842.627","45","270","Layout 5x5-10-1M","No shading","50",
"764","16","3-Non optimal","11655.54","1477.16246332443","24977.954","20","270","Layout 5x6-10-0.6M","No shading","50",
"765","16","3-Non optimal","11260.26","1472.94805194456","23916.319","20","180","Layout 5x3-10-0.6M","OVERHANG -2","80",
"766","17","3-Non optimal","11386.27","1477.60850697366","24243.850","50","180","Layout 6x6-10-0.8M","OVERHANG -1","60",
"767","17","3-Non optimal","11216.57","1449.88667320049","23793.877","10","90","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"768","17","3-Non optimal","11333.64","1443.94606976272","24138.779","30","270","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"769","17","3-Non optimal","11344.51","1478.42499404766","24138.400","25","180","Layout 3x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"770","17","3-Non optimal","11279.95","1451.61144204732","23968.878","35","90","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"771","17","3-Non optimal","11417.68","1457.97937680809","24358.090","45","0","Layout 5x3-10-0.6M","OVERHANG -2","50",
"772","17","3-Non optimal","11213.15","1450.37724621405","23777.651","45","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"773","17","3-Non optimal","11379.3","1456.92416063019","24249.876","15","0","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"774","17","3-Non optimal","11368.69","1440.64581084821","24246.476","30","270","Layout 5x5-10-1M","OVERHANG -2","80",
"775","17","3-Non optimal","11271.29","1472.91539108266","23940.923","35","180","Layout 5x5-10-0.8M","OVERHANG -3 SIDEFINS","60",
"776","17","3-Non optimal","11381.83","1453.7405829555","24268.262","45","0","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"777","17","3-Non optimal","11385.43","1449.55030925538","24247.893","20","90","Layout 4x5-10-0.6M","OVERHANG -3 SIDEFINS","60",
"778","17","3-Non optimal","11247.1","1475.98848688955","23868.713","45","180","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","50",
"779","17","3-Non optimal","11410.65","1451.19063825901","24313.175","15","90","Layout 6x6-10-0.8M","OVERHANG -1","60",
"780","17","3-Non optimal","11178.35","1451.58269967834","23680.868","30","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"781","17","3-Non optimal","11610.3","1500.9459684808","24837.938","40","180","Layout 5x6-10-1M","No shading","60",
"782","17","3-Non optimal","11244.61","1472.12204424759","23872.448","45","180","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","80",
"783","17","3-Non optimal","11618.3","1474.20736294905","24895.631","25","0","Layout 5x4-10-0.6M","OVERHANG -1","70",
"784","17","3-Non optimal","11236.18","1471.66729929418","23840.244","45","180","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","60",
"785","17","3-Non optimal","11291.06","1447.1879130172","23996.714","45","90","Layout 5x4-10-0.8M","OVERHANG -2","80",
"786","17","3-Non optimal","11481.62","1463.48073360328","24529.747","45","0","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"787","17","3-Non optimal","11317.91","1478.78008889435","24057.310","25","180","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"788","17","3-Non optimal","11353.18","1478.42373479285","24163.197","25","180","Layout 3x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"789","17","3-Non optimal","11448.38","1456.09994144856","24448.776","20","0","Layout 3x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"790","17","3-Non optimal","11386.27","1477.60850697366","24243.850","10","180","Layout 6x3-10-0.8M","OVERHANG -1","60",
"791","17","3-Non optimal","11385.5","1453.55203148505","24279.903","50","0","Layout 5x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"792","17","3-Non optimal","11323.79","1450.18421582257","24082.430","35","90","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","80",
"793","17","3-Non optimal","11518.81","1487.07662006298","24600.263","40","180","Layout 4x6-10-0.8M","OVERHANG -1","80",
"794","17","3-Non optimal","11324.76","1450.74124589575","24090.449","45","90","Layout 3x3-10-0.6M","OVERHANG -2","70",
"795","17","3-Non optimal","11670.53","1484.91919487395","25021.372","25","0","Layout 6x5-10-0.8M","No shading","80",
"796","17","3-Non optimal","11285","1447.01301816746","23981.898","25","90","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"797","17","3-Non optimal","11180.14","1450.88625678516","23681.004","10","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","50",
"798","17","3-Non optimal","11799.06","1495.86785551088","25379.561","15","0","Layout 3x5-10-0.6M","No shading","80",
"799","17","3-Non optimal","11246.05","1451.06356679416","23866.911","50","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"800","17","3-Non optimal","11541.41","1451.18905178369","24677.414","35","90","Layout 3x6-10-0.6M","OVERHANG -1","80",
"801","17","3-Non optimal","11249.35","1448.97618524994","23882.659","50","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"802","17","3-Non optimal","11432.63","1445.05578999692","24421.214","10","270","Layout 4x3-10-0.8M","OVERHANG -2","80",
"803","17","3-Non optimal","11178.35","1451.58269967834","23680.868","10","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"804","17","3-Non optimal","11532.95","1466.91460575508","24662.965","45","0","Layout 6x6-10-0.6M","OVERHANG -1","70",
"805","17","3-Non optimal","11309.12","1448.72127009563","24045.031","30","90","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"806","17","3-Non optimal","11487.28","1452.9512281835","24521.325","10","90","Layout 5x4-10-0.8M","OVERHANG -1","50",
"807","17","3-Non optimal","11289.65","1451.53135573787","23996.562","40","90","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"808","18","3-Non optimal","11273.49","1476.32972045461","23944.043","25","180","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","50",
"809","18","3-Non optimal","11460.68","1482.3841933477","24446.038","35","180","Layout 5x4-10-1M","OVERHANG -1","80",
"810","18","3-Non optimal","11350.68","1440.3615101816","24196.186","50","270","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"811","18","3-Non optimal","11361.87","1452.35024678578","24188.649","45","90","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","80",
"812","18","3-Non optimal","11517.71","1450.159018081","24606.265","30","90","Layout 4x5-10-1M","OVERHANG -1","60",
"813","18","3-Non optimal","11734.4","1484.7156690273","25209.912","50","0","Layout 3x3-10-0.8M","No shading","80",
"814","18","3-Non optimal","11399.24","1443.62226977125","24328.023","50","270","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","60",
"815","18","3-Non optimal","11515.26","1451.18437181854","24608.793","30","90","Layout 4x3-10-0.6M","OVERHANG -1","80",
"816","18","3-Non optimal","11392.03","1481.71408212781","24257.513","40","180","Layout 4x5-10-0.6M","OVERHANG -3 SIDEFINS","60",
"817","18","3-Non optimal","11411.36","1442.30657104683","24367.173","10","270","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"818","18","3-Non optimal","11213.29","1450.24783724453","23775.532","50","90","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"819","18","3-Non optimal","11472.2","1461.67958923217","24504.975","15","0","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","70",
"820","18","3-Non optimal","11642.81","1474.74457082589","24945.765","25","270","Layout 5x4-10-0.6M","No shading","50",
"821","18","3-Non optimal","11317.88","1450.85061896091","24063.648","45","90","Layout 5x4-10-1M","OVERHANG -3 SIDEFINS","70",
"822","18","3-Non optimal","11177.96","1452.11523720907","23678.311","30","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"823","18","3-Non optimal","11335.87","1480.71789930783","24106.288","35","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","50",
"824","18","3-Non optimal","11419.29","1455.81421986269","24370.262","15","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"825","18","3-Non optimal","11181.84","1469.84115528609","23696.083","45","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"826","18","3-Non optimal","11323.91","1451.20557101995","24085.696","35","90","Layout 3x3-10-0.6M","OVERHANG -2","60",
"827","18","3-Non optimal","11454.76","1480.16397768162","24435.323","25","180","Layout 3x4-10-1M","OVERHANG -1","80",
"828","18","3-Non optimal","11424.93","1446.51697155304","24394.263","20","270","Layout 4x4-10-1M","OVERHANG -3 SIDEFINS","80",
"829","18","3-Non optimal","11213.55","1451.66582176678","23779.017","50","90","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"830","18","3-Non optimal","11579.04","1467.44426455101","24777.706","15","270","Layout 6x6-10-0.8M","No shading","70",
"831","18","3-Non optimal","11566.32","1464.36639165083","24725.070","10","90","Layout 5x5-10-1M","No shading","50",
"832","18","3-Non optimal","11481.01","1488.3058584443","24497.882","45","180","Layout 6x6-10-1M","No shading","50",
"833","18","3-Non optimal","11421.09","1460.81370720823","24357.418","10","0","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","80",
"834","18","3-Non optimal","11416.93","1459.0298307586","24349.049","20","0","Layout 6x4-10-0.1M","OVERHANG -2","80",
"835","18","3-Non optimal","11379.88","1456.55594467192","24250.561","50","0","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"836","18","3-Non optimal","11248.79","1449.11824943715","23868.898","35","90","Layout 6x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"837","18","3-Non optimal","11350.68","1440.3615101816","24196.186","45","270","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"838","18","3-Non optimal","11530.39","1491.51717375817","24640.818","35","180","Layout 5x5-10-1M","No shading","80",
"839","18","3-Non optimal","11688.5","1483.4985943728","25081.267","30","0","Layout 5x4-10-0.6M","No shading","70",
"840","18","3-Non optimal","11508.24","1467.26329747322","24594.476","50","0","Layout 4x5-10-1M","OVERHANG -2","50",
"841","18","3-Non optimal","11329.87","1448.26377184953","24105.421","45","90","Layout 3x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"842","18","3-Non optimal","11576.41","1496.03673709598","24757.326","25","180","Layout 5x4-10-1M","No shading","80",
"843","18","3-Non optimal","11385.45","1448.65808946033","24250.107","35","90","Layout 4x6-10-0.6M","OVERHANG -3 SIDEFINS","70",
"844","18","3-Non optimal","11177.96","1452.11523720907","23678.311","25","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"845","18","3-Non optimal","11182.86","1470.62797844153","23696.244","25","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
